6,99 0,000314007
7 4,69609e-10
7,01 0,000314007
7,02 0,0012542
7,03 0,00281511
7,04 0,00498769
7,05 0,00775942
7,06 0,0111144
7,07 0,0150337
7,08 0,0194951
7,09 0,024474
7,1 0,0299431
7,11 0,0358728
7,12 0,0422315
7,13 0,0489862
7,14 0,0561022
7,15 0,0635437
7,16 0,071274
7,17 0,0792561
7,18 0,0874522
7,19 0,0958247
7,2 0,104336
7,21 0,112949
7,22 0,121627
7,23 0,130333
7,24 0,139033
7,25 0,147691
7,26 0,156276
7,27 0,164753
7,28 0,173094
7,29 0,181267
7,3 0,189245
7,31 0,197
7,32 0,204507
7,33 0,211742
7,34 0,218681
7,35 0,225304
7,36 0,231591
7,37 0,237523
7,38 0,243083
7,39 0,248254
7,4 0,253024
7,41 0,257378
7,42 0,261305
7,43 0,264794
7,44 0,267837
7,45 0,270424
7,46 0,27255
7,47 0,27421
7,48 0,275398
7,49 0,276112
7,5 0,276351
7,51 0,276112
7,52 0,275398
7,53 0,27421
7,54 0,27255
7,55 0,270424
7,56 0,267837
7,57 0,264794
7,58 0,261305
7,59 0,257378
7,6 0,253024
7,61 0,248254
7,62 0,243083
7,63 0,237523
7,64 0,231591
7,65 0,225304
7,66 0,218681
7,67 0,211742
7,68 0,204507
7,69 0,197
7,7 0,189245
7,71 0,181267
7,72 0,173094
7,73 0,164753
7,74 0,156276
7,75 0,147691
7,76 0,139033
7,77 0,130333
7,78 0,121627
7,79 0,112949
7,8 0,104336
7,81 0,0958247
7,82 0,0874522
7,83 0,0792561
7,84 0,071274
7,85 0,0635437
7,86 0,0561022
7,87 0,0489862
7,88 0,0422315
7,89 0,0358728
7,9 0,0299431
7,91 0,024474
7,92 0,0194951
7,93 0,0150337
7,94 0,0111144
7,95 0,00775942
7,96 0,00498769
7,97 0,00281511
7,98 0,0012542
7,99 0,000314007
8 5,36696e-10
8,01 0,000314007
8,02 0,0012542
8,03 0,00281511
8,04 0,00498769
8,05 0,00775942
8,06 0,0111144
8,07 0,0150337
8,08 0,0194951
8,09 0,024474
8,1 0,0299431
8,11 0,0358728
8,12 0,0422315
8,13 0,0489862
8,14 0,0561022
8,15 0,0635437
8,16 0,071274
8,17 0,0792561
8,18 0,0874522
8,19 0,0958247
8,2 0,104336
8,21 0,112949
8,22 0,121627
8,23 0,130333
8,24 0,139033
8,25 0,147691
8,26 0,156276
8,27 0,164753
8,28 0,173094
8,29 0,181267
8,3 0,189245
8,31 0,197
8,32 0,204507
8,33 0,211742
8,34 0,218681
8,35 0,225304
8,36 0,231591
8,37 0,237523
8,38 0,243083
8,39 0,248254
8,4 0,253024
8,41 0,257378
8,42 0,261305
8,43 0,264794
8,44 0,267837
8,45 0,270424
8,46 0,27255
8,47 0,27421
8,48 0,275398
8,49 0,276112
8,5 0,276351
8,51 0,276112
8,52 0,275398
8,53 0,27421
8,54 0,27255
8,55 0,270424
8,56 0,267837
8,57 0,264794
8,58 0,261305
8,59 0,257378
8,6 0,253024
8,61 0,248254
8,62 0,243083
8,63 0,237523
8,64 0,231591
8,65 0,225304
8,66 0,218681
8,67 0,211742
8,68 0,204507
8,69 0,197
8,7 0,189245
8,71 0,181267
8,72 0,173094
8,73 0,164753
8,74 0,156276
8,75 0,147691
8,76 0,139033
8,77 0,130333
8,78 0,121627
8,79 0,112949
8,8 0,104336
8,81 0,0958247
8,82 0,0874522
8,83 0,0792561
8,84 0,071274
8,85 0,0635437
8,86 0,0561022
8,87 0,0489862
8,88 0,0422315
8,89 0,0358728
8,9 0,0299431
8,91 0,024474
8,92 0,0194951
8,93 0,0150337
8,94 0,0111144
8,95 0,00775942
8,96 0,00498769
8,97 0,00281511
8,98 0,0012542
8,99 0,000314007
9 6,03783e-10
9,01 0,000314007
9,02 0,0012542
9,03 0,00281511
9,04 0,00498769
9,05 0,00775942
9,06 0,0111144
9,07 0,0150337
9,08 0,0194951
9,09 0,024474
9,1 0,0299431
9,11 0,0358728
9,12 0,0422315
9,13 0,0489862
9,14 0,0561022
9,15 0,0635437
9,16 0,071274
9,17 0,0792561
9,18 0,0874522
9,19 0,0958247
9,2 0,104336
9,21 0,112949
9,22 0,121627
9,23 0,130333
9,24 0,139033
9,25 0,147691
9,26 0,156276
9,27 0,164753
9,28 0,173094
9,29 0,181267
9,3 0,189245
9,31 0,197
9,32 0,204507
9,33 0,211742
9,34 0,218681
9,35 0,225304
9,36 0,231591
9,37 0,237523
9,38 0,243083
9,39 0,248254
9,4 0,253024
9,41 0,257378
9,42 0,261305
9,43 0,264794
9,44 0,267837
9,45 0,270424
9,46 0,27255
9,47 0,27421
9,48 0,275398
9,49 0,276112
9,5 0,276351
9,51 0,276112
9,52 0,275398
9,53 0,27421
9,54 0,27255
9,55 0,270424
9,56 0,267837
9,57 0,264794
9,58 0,261305
9,59 0,257378
9,6 0,253024
9,61 0,248254
9,62 0,243083
9,63 0,237523
9,64 0,231591
9,65 0,225304
9,66 0,218681
9,67 0,211742
9,68 0,204507
9,69 0,197
9,7 0,189245
9,71 0,181267
9,72 0,173094
9,73 0,164753
9,74 0,156276
9,75 0,147691
9,76 0,139033
9,77 0,130333
9,78 0,121627
9,79 0,112949
9,8 0,104336
9,81 0,0958247
9,82 0,0874522
9,83 0,0792561
9,84 0,071274
9,85 0,0635437
9,86 0,0561022
9,87 0,0489862
9,88 0,0422315
9,89 0,0358728
9,9 0,0299431
9,91 0,024474
9,92 0,0194951
9,93 0,0150337
9,94 0,0111144
9,95 0,00775942
9,96 0,00498769
9,97 0,00281511
9,98 0,0012542
9,99 0,000314007
10 6,7087e-10
10,01 0,000314007
10,02 0,0012542
10,03 0,00281511
10,04 0,00498769
10,05 0,00775942
10,06 0,0111144
10,07 0,0150337
10,08 0,0194951
10,09 0,024474
10,1 0,0299431
10,11 0,0358728
10,12 0,0422315
10,13 0,0489862
10,14 0,0561022
10,15 0,0635437
10,16 0,071274
10,17 0,0792561
10,18 0,0874522
10,19 0,0958247
10,2 0,104336
10,21 0,112949
10,22 0,121627
10,23 0,130333
10,24 0,139033
10,25 0,147691
10,26 0,156276
10,27 0,164753
10,28 0,173094
10,29 0,181267
10,3 0,189245
10,31 0,197
10,32 0,204507
10,33 0,211742
10,34 0,218681
10,35 0,225304
10,36 0,231591
10,37 0,237523
10,38 0,243083
10,39 0,248254
10,4 0,253024
10,41 0,257378
10,42 0,261305
10,43 0,264794
10,44 0,267837
10,45 0,270424
10,46 0,27255
10,47 0,27421
10,48 0,275398
10,49 0,276112
10,5 0,276351
10,51 0,276112
10,52 0,275398
10,53 0,27421
10,54 0,27255
10,55 0,270424
10,56 0,267837
10,57 0,264794
10,58 0,261305
10,59 0,257378
10,6 0,253024
10,61 0,248254
10,62 0,243083
10,63 0,237523
10,64 0,231591
10,65 0,225304
10,66 0,218681
10,67 0,211742
10,68 0,204507
10,69 0,197
10,7 0,189245
10,71 0,181267
10,72 0,173094
10,73 0,164753
10,74 0,156276
10,75 0,147691
10,76 0,139033
10,77 0,130333
10,78 0,121627
10,79 0,112949
10,8 0,104336
10,81 0,0958247
10,82 0,0874522
10,83 0,0792561
10,84 0,071274
10,85 0,0635437
10,86 0,0561022
10,87 0,0489862
10,88 0,0422315
10,89 0,0358728
10,9 0,0299431
10,91 0,024474
10,92 0,0194951
10,93 0,0150337
10,94 0,0111144
10,95 0,00775942
10,96 0,00498769
10,97 0,00281511
10,98 0,0012542
10,99 0,000314007
11 7,37957e-10
11,01 0,000314007
11,02 0,0012542
11,03 0,00281511
11,04 0,00498769
11,05 0,00775942
11,06 0,0111144
11,07 0,0150337
11,08 0,0194951
11,09 0,024474
11,1 0,0299431
11,11 0,0358728
11,12 0,0422315
11,13 0,0489862
11,14 0,0561022
11,15 0,0635437
11,16 0,071274
11,17 0,0792561
11,18 0,0874522
11,19 0,0958247
11,2 0,104336
11,21 0,112949
11,22 0,121627
11,23 0,130333
11,24 0,139033
11,25 0,147691
11,26 0,156276
11,27 0,164753
11,28 0,173094
11,29 0,181267
11,3 0,189245
11,31 0,197
11,32 0,204507
11,33 0,211742
11,34 0,218681
11,35 0,225304
11,36 0,231591
11,37 0,237523
11,38 0,243083
11,39 0,248254
11,4 0,253024
11,41 0,257378
11,42 0,261305
11,43 0,264794
11,44 0,267837
11,45 0,270424
11,46 0,27255
11,47 0,27421
11,48 0,275398
11,49 0,276112
11,5 0,276351
11,51 0,276112
11,52 0,275398
11,53 0,27421
11,54 0,27255
11,55 0,270424
11,56 0,267837
11,57 0,264794
11,58 0,261305
11,59 0,257378
11,6 0,253024
11,61 0,248254
11,62 0,243083
11,63 0,237523
11,64 0,231591
11,65 0,225304
11,66 0,218681
11,67 0,211742
11,68 0,204507
11,69 0,197
11,7 0,189245
11,71 0,181267
11,72 0,173094
11,73 0,164753
11,74 0,156276
11,75 0,147691
11,76 0,139033
11,77 0,130333
11,78 0,121627
11,79 0,112949
11,8 0,104336
11,81 0,0958247
11,82 0,0874522
11,83 0,0792561
11,84 0,071274
11,85 0,0635437
11,86 0,0561022
11,87 0,0489862
11,88 0,0422315
11,89 0,0358728
11,9 0,0299431
11,91 0,024474
11,92 0,0194951
11,93 0,0150337
11,94 0,0111144
11,95 0,00775942
11,96 0,00498769
11,97 0,00281511
11,98 0,0012542
11,99 0,000314007
12 8,05044e-10
12,01 0,000314007
12,02 0,0012542
12,03 0,00281511
12,04 0,00498769
12,05 0,00775942
12,06 0,0111144
12,07 0,0150337
12,08 0,0194951
12,09 0,024474
12,1 0,0299431
12,11 0,0358728
12,12 0,0422315
12,13 0,0489862
12,14 0,0561022
12,15 0,0635437
12,16 0,071274
12,17 0,0792561
12,18 0,0874522
12,19 0,0958247
12,2 0,104336
12,21 0,112949
12,22 0,121627
12,23 0,130333
12,24 0,139033
12,25 0,147691
12,26 0,156276
12,27 0,164753
12,28 0,173094
12,29 0,181267
12,3 0,189245
12,31 0,197
12,32 0,204507
12,33 0,211742
12,34 0,218681
12,35 0,225304
12,36 0,231591
12,37 0,237523
12,38 0,243083
12,39 0,248254
12,4 0,253024
12,41 0,257378
12,42 0,261305
12,43 0,264794
12,44 0,267837
12,45 0,270424
12,46 0,27255
12,47 0,27421
12,48 0,275398
12,49 0,276112
12,5 0,276351
12,51 0,276112
12,52 0,275398
12,53 0,27421
12,54 0,27255
12,55 0,270424
12,56 0,267837
12,57 0,264794
12,58 0,261305
12,59 0,257378
12,6 0,253024
12,61 0,248254
12,62 0,243083
12,63 0,237523
12,64 0,231591
12,65 0,225304
12,66 0,218681
12,67 0,211742
12,68 0,204507
12,69 0,197
12,7 0,189245
12,71 0,181267
12,72 0,173094
12,73 0,164753
12,74 0,156276
12,75 0,147691
12,76 0,139033
12,77 0,130333
12,78 0,121627
12,79 0,112949
12,8 0,104336
12,81 0,0958247
12,82 0,0874522
12,83 0,0792561
12,84 0,071274
12,85 0,0635437
12,86 0,0561022
12,87 0,0489862
12,88 0,0422315
12,89 0,0358728
12,9 0,0299431
12,91 0,024474
12,92 0,0194951
12,93 0,0150337
12,94 0,0111144
12,95 0,00775942
12,96 0,00498769
12,97 0,00281511
12,98 0,0012542
12,99 0,000314007
13 8,72131e-10
13,01 0,000314007
13,02 0,0012542
13,03 0,00281511
13,04 0,00498769
13,05 0,00775942
13,06 0,0111144
13,07 0,0150337
13,08 0,0194951
13,09 0,024474
13,1 0,0299431
13,11 0,0358728
13,12 0,0422315
13,13 0,0489862
13,14 0,0561022
13,15 0,0635437
13,16 0,071274
13,17 0,0792561
13,18 0,0874522
13,19 0,0958247
13,2 0,104336
13,21 0,112949
13,22 0,121627
13,23 0,130333
13,24 0,139033
13,25 0,147691
13,26 0,156276
13,27 0,164753
13,28 0,173094
13,29 0,181267
13,3 0,189245
13,31 0,197
13,32 0,204507
13,33 0,211742
13,34 0,218681
13,35 0,225304
13,36 0,231591
13,37 0,237523
13,38 0,243083
13,39 0,248254
13,4 0,253024
13,41 0,257378
13,42 0,261305
13,43 0,264794
13,44 0,267837
13,45 0,270424
13,46 0,27255
13,47 0,27421
13,48 0,275398
13,49 0,276112
13,5 0,276351
13,51 0,276112
13,52 0,275398
13,53 0,27421
13,54 0,27255
13,55 0,270424
13,56 0,267837
13,57 0,264794
13,58 0,261305
13,59 0,257378
13,6 0,253024
13,61 0,248254
13,62 0,243083
13,63 0,237523
13,64 0,231591
13,65 0,225304
13,66 0,218681
13,67 0,211742
13,68 0,204507
13,69 0,197
13,7 0,189245
13,71 0,181267
13,72 0,173094
13,73 0,164753
13,74 0,156276
13,75 0,147691
13,76 0,139033
13,77 0,130333
13,78 0,121627
13,79 0,112949
13,8 0,104336
13,81 0,0958247
13,82 0,0874522
13,83 0,0792561
13,84 0,071274
13,85 0,0635437
13,86 0,0561022
13,87 0,0489862
13,88 0,0422315
13,89 0,0358728
13,9 0,0299431
13,91 0,024474
13,92 0,0194951
13,93 0,0150337
13,94 0,0111144
13,95 0,00775942
13,96 0,00498769
13,97 0,00281511
13,98 0,0012542
13,99 0,000314008
14 9,39218e-10
14,01 0,000314008
14,02 0,0012542
14,03 0,00281511
14,04 0,00498769
14,05 0,00775942
14,06 0,0111144
14,07 0,0150337
14,08 0,0194951
14,09 0,024474
14,1 0,0299431
14,11 0,0358728
14,12 0,0422315
14,13 0,0489862
14,14 0,0561022
14,15 0,0635437
14,16 0,071274
14,17 0,0792561
14,18 0,0874522
14,19 0,0958247
14,2 0,104336
14,21 0,112949
14,22 0,121627
14,23 0,130333
14,24 0,139033
14,25 0,147691
14,26 0,156276
14,27 0,164753
14,28 0,173094
14,29 0,181267
14,3 0,189245
14,31 0,197
14,32 0,204507
14,33 0,211742
14,34 0,218681
14,35 0,225304
14,36 0,231591
14,37 0,237523
14,38 0,243083
14,39 0,248254
14,4 0,253024
14,41 0,257378
14,42 0,261305
14,43 0,264794
14,44 0,267837
14,45 0,270424
14,46 0,27255
14,47 0,27421
14,48 0,275398
14,49 0,276112
14,5 0,276351
14,51 0,276112
14,52 0,275398
14,53 0,27421
14,54 0,27255
14,55 0,270424
14,56 0,267837
14,57 0,264794
14,58 0,261305
14,59 0,257378
14,6 0,253024
14,61 0,248254
14,62 0,243083
14,63 0,237523
14,64 0,231591
14,65 0,225304
14,66 0,218681
14,67 0,211742
14,68 0,204507
14,69 0,197
14,7 0,189245
14,71 0,181267
14,72 0,173094
14,73 0,164753
14,74 0,156276
14,75 0,147691
14,76 0,139033
14,77 0,130333
14,78 0,121627
14,79 0,112949
14,8 0,104336
14,81 0,0958247
14,82 0,0874522
14,83 0,0792561
14,84 0,071274
14,85 0,0635437
14,86 0,0561022
14,87 0,0489862
14,88 0,0422315
14,89 0,0358728
14,9 0,0299431
14,91 0,024474
14,92 0,0194951
14,93 0,0150337
14,94 0,0111144
14,95 0,00775942
14,96 0,00498769
14,97 0,00281511
14,98 0,0012542
14,99 0,000314008
15 1,0063e-09
